Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,41.230305,-73.187903,CT-25 S,Trumbull,Fairfield,CT,61.0,61.0,87.0,29.45,7.0,15.0,0.0
3,42.483475,-71.116653,I-93 N,Woburn,Middlesex,MA,89.0,89.0,45.0,29.57,10.0,8.0,0.0
3,41.823475,-71.419296,Aborn St,Providence,Providence,RI,40.0,32.0,49.0,29.59,10.0,15.0,0.0
2,42.74259,-72.09784, Warren Hill Rd,Fitzwilliam,Cheshire,NH,61.0,61.0,81.0,28.95,10.0,0.0,0.0
3,41.87895,-71.47357, Douglas Pike,Smithfield,Providence,RI,57.0,57.0,87.0,29.97,10.0,8.0,0.0
3,41.811333000000005,-71.353989,I-195 W,East Providence,Providence,RI,45.0,40.0,48.0,30.12,10.0,9.0,0.0
1,41.97003,-71.29583000000001,I-95 S,Attleboro Falls,Bristol,MA,68.0,68.0,93.0,29.45,10.0,9.0,0.0
4,41.765698,-72.688815,I-84 E,Hartford,Hartford,CT,46.0,46.0,93.0,29.99,6.0,0.0,0.0
3,41.019844,-73.625801,I-95 S,Greenwich,Fairfield,CT,88.0,88.0,49.0,29.36,10.0,10.0,0.0
3,41.709045,-72.646126,I-91 S,Wethersfield,Hartford,CT,59.0,59.0,87.0,29.98,10.0,3.0,0.0
3,41.058723,-73.512344,I-95 S,Stamford,Fairfield,CT,77.0,77.0,39.0,29.35,10.0,12.0,0.0
3,42.829823,-70.992737,Broad St,Merrimac,Essex,MA,47.0,45.0,68.0,30.03,10.0,5.0,0.0
2,44.3539,-71.58473000000001, Sleighbell Rd,Whitefield,Coos,NH,49.0,47.0,24.0,28.62,10.0,6.0,0.0
3,42.499446999999996,-71.15638,I-95 N,Woburn,Middlesex,MA,50.0,50.0,28.0,29.92,10.0,7.0,0.0
3,41.285389,-72.83876,Governor John Davis Lodge Tpke S,Branford,New Haven,CT,84.0,84.0,82.0,29.88,10.0,12.0,0.0
2,41.548013,-73.067545,I-84 E,Waterbury,New Haven,CT,45.0,41.0,76.0,29.5,10.0,7.0,0.0
2,42.402004,-71.044273,Revere Beach Pkwy,Everett,Middlesex,MA,59.0,59.0,64.0,29.83,10.0,15.0,0.0
3,41.814693,-71.411636,I-95 S,Providence,Providence,RI,43.0,36.0,53.0,30.08,10.0,15.0,0.0
2,41.786463,-71.433456,RI-10 N,Cranston,Providence,RI,57.0,57.0,47.0,29.71,10.0,13.0,0.0
2,42.292567,-71.568127,I-495 S,Westborough,Worcester,MA,66.0,66.0,38.0,29.05,10.0,13.0,0.0
2,42.475390999999995,-71.16703000000001,Lexington St,Woburn,Middlesex,MA,36.0,31.0,64.0,29.54,10.0,6.0,0.0
2,41.19464,-73.129576,Governor John Davis Lodge Tpke,Stratford,Fairfield,CT,74.0,74.0,91.0,29.48,5.0,28.0,0.12
3,42.51565,-71.7237,I-190 S,Leominster,Worcester,MA,48.0,48.0,37.0,29.59,10.0,3.0,0.0
2,41.001201,-73.652397,I-95 S,Greenwich,Fairfield,CT,31.0,23.0,46.0,29.86,10.0,9.0,0.0
2,42.250278,-71.13089000000001,Hillis Rd,Hyde Park,Suffolk,MA,72.0,72.0,53.0,30.04,10.0,7.0,0.0
2,42.123711,-71.06015,MA-24 N,Avon,Norfolk,MA,64.0,64.0,50.0,29.93,10.0,7.0,0.0
2,41.302789000000004,-72.91281500000001, Wallace St,New Haven,New Haven,CT,45.0,45.0,56.0,29.96,10.0,3.0,0.0
2,41.835411,-72.46126,I-84 W,Vernon Rockville,Tolland,CT,76.0,76.0,69.0,29.86,10.0,7.0,0.0
2,42.728152,-71.205012,I-93 N,Methuen,Essex,MA,21.0,15.0,63.0,30.41,10.0,5.0,0.0
2,41.737751,-72.662849,CT-15 N,Hartford,Hartford,CT,77.0,77.0,60.0,29.67,10.0,10.0,0.0
3,41.55168,-73.03296,I-84 W,Waterbury,New Haven,CT,32.0,27.0,64.0,29.41,10.0,5.0,0.0
2,43.023478999999995,-71.366096,NH-101 E,Auburn,Rockingham,NH,34.0,30.0,75.0,29.99,10.0,5.0,0.0
