Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,32.997284,-96.843857,Midway Rd,Dallas,Collin,TX,66.0,66.0,46.0,28.93,10.0,7.0,0.0
2,29.67985,-95.425896,Buffalo Speedway,Houston,Harris,TX,80.0,80.0,81.0,30.0,10.0,8.0,0.0
3,30.123511999999998,-90.68222800000001,I-10 W,Gramercy,St. James,LA,31.0,31.0,76.0,30.44,10.0,3.0,0.0
2,35.445751,-97.618752,S MacArthur Blvd,Oklahoma City,Oklahoma,OK,51.0,51.0,86.0,28.48,10.0,14.0,0.0
3,30.349039,-97.693489,Hermitage Dr,Austin,Travis,TX,54.0,54.0,75.0,29.39,10.0,7.0,0.0
3,30.47912,-91.15651700000001,N Acadian Thruway,Baton Rouge,East Baton Rouge,LA,72.0,72.0,93.0,29.96,4.0,7.0,0.04
3,32.925948999999996,-96.824921,LBJ Express,Dallas,Dallas,TX,52.0,52.0,33.0,29.44,10.0,13.0,0.0
2,35.377178,-97.521248,S Walker Ave,Oklahoma City,Cleveland,OK,44.0,40.0,73.0,28.64,10.0,8.0,0.0
2,35.31974,-97.547661,SW 149th St,Oklahoma City,Cleveland,OK,94.0,94.0,44.0,28.64,10.0,14.0,0.0
2,30.4259,-91.137703,College Dr,Baton Rouge,East Baton Rouge,LA,90.0,90.0,57.0,29.96,10.0,7.0,0.0
3,32.679035,-96.675873,I-20 W,Dallas,Dallas,TX,79.0,79.0,83.0,29.37,7.0,12.0,0.0
2,36.039589,-95.8685,E 85th Pl,Tulsa,Tulsa,OK,41.0,36.0,55.0,29.76,10.0,8.0,0.0
2,32.851082,-96.77136999999999,E Lovers Ln,Dallas,Dallas,TX,78.0,78.0,74.0,29.58,10.0,3.0,0.0
3,32.4605,-93.83053000000001,I-20 E,Shreveport,Caddo,LA,86.0,86.0,59.0,29.77,10.0,9.0,0.0
3,30.46166,-91.166786,Plank Rd,Baton Rouge,East Baton Rouge,LA,80.0,80.0,90.0,30.03,10.0,0.0,0.0
2,30.416386,-91.069817,Airline Hwy,Baton Rouge,East Baton Rouge,LA,69.0,69.0,30.0,29.99,10.0,8.0,0.0
2,29.763081,-95.36393699999999,Preston St,Houston,Harris,TX,48.0,43.0,66.0,30.47,10.0,12.0,0.0
2,29.66637,-95.49202700000001,Hillcroft Ave,Houston,Harris,TX,92.0,92.0,50.0,29.9,10.0,7.0,0.0
2,36.048111,-95.922081,E 80th St,Tulsa,Tulsa,OK,45.0,39.0,93.0,29.5,9.0,12.0,0.01
2,32.924408,-96.763924,US-75 S,Dallas,Dallas,TX,66.0,66.0,88.0,29.32,10.0,13.0,0.0
3,32.914584999999995,-97.317177,I-35W S,Fort Worth,Tarrant,TX,59.0,59.0,67.0,29.34,10.0,7.0,0.0
2,32.839931,-96.694588,San Patricio Dr,Dallas,Dallas,TX,70.0,70.0,29.0,29.32,10.0,12.0,0.0
2,30.052196999999996,-95.697556,Cypress Rosehill Rd,Tomball,Harris,TX,77.0,77.0,90.0,29.79,5.0,0.0,0.0
2,32.726387,-96.762527,I-45 N,Dallas,Dallas,TX,78.0,78.0,81.0,29.29,10.0,8.0,0.0
3,29.784470000000002,-95.58766999999999,US-90 E,Houston,Harris,TX,94.0,94.0,51.0,29.7,10.0,10.0,0.0
3,34.132374,-97.15641,I-35 S,Ardmore,Carter,OK,61.0,61.0,72.0,29.01,10.0,3.0,0.0
2,30.24655,-97.882301,Old Bee Caves Rd,Austin,Travis,TX,47.0,45.0,83.0,29.66,9.0,5.0,0.0
2,30.269578999999997,-97.775604,Mopac Expy N,Austin,Travis,TX,41.0,38.0,79.0,29.71,10.0,5.0,0.0
3,32.787791999999996,-96.79255699999999,Bryan St,Dallas,Dallas,TX,79.0,79.0,82.0,29.52,10.0,6.0,0.0
2,30.332556,-97.704269,I-35 S,Austin,Travis,TX,64.0,64.0,75.0,29.03,10.0,3.0,0.0
2,30.343740000000004,-97.696838,N Interstate 35,Austin,Travis,TX,57.0,57.0,83.0,29.08,10.0,3.0,0.0
