Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,43.00168,-83.69914,I-69 W,Flint,Genesee,MI,70.0,70.0,87.0,29.11,10.0,3.0,0.0
2,39.88242,-86.221992,W 71st St,Indianapolis,Marion,IN,50.0,50.0,74.0,29.22,10.0,8.0,0.0
2,41.884491,-87.627922,N State St,Chicago,Cook,IL,37.0,27.0,96.0,29.79,9.0,18.4,0.0
3,39.74844,-86.264847,I-465 S,Indianapolis,Marion,IN,50.0,50.0,59.0,29.07,10.0,17.0,0.0
2,42.91077,-83.533691,Gale Rd,Goodrich,Genesee,MI,11.0,0.0,77.0,29.44,10.0,7.0,0.0
3,39.819389,-84.189224,I-75 S,Dayton,Montgomery,OH,70.0,70.0,93.0,28.82,3.0,5.0,0.05
2,40.685757,-89.59259,William Kumpf Blvd,Peoria,Peoria,IL,10.9,-6.5,70.0,29.99,8.0,17.3,0.0
2,40.797981,-81.65606700000001,US Highway 30,Dalton,Wayne,OH,58.0,58.0,65.0,29.0,10.0,10.0,0.0
2,41.83794,-88.003159,S Fairfield Ave,Lombard,DuPage,IL,55.0,55.0,93.0,29.16,10.0,15.0,0.0
2,42.961273,-85.67684200000001,US-131 S,Grand Rapids,Kent,MI,39.0,33.0,89.0,29.06,7.0,9.0,0.0
2,42.160457,-87.984801, N Arlington Heights Rd,Buffalo Grove,Lake,IL,86.0,86.0,43.0,29.44,10.0,14.0,0.0
2,42.041382,-88.291023,Kimball St,Elgin,Kane,IL,67.0,67.0,68.0,29.16,10.0,5.0,0.0
2,43.040623,-89.378304,Rimrock Rd,Madison,Dane,WI,33.0,29.0,70.0,29.11,10.0,5.0,0.0
3,39.902328000000004,-82.89827,Outerbelt S,Columbus,Franklin,OH,67.0,67.0,45.0,29.0,10.0,15.0,0.0
3,42.17403,-87.98479, N Arlington Heights Rd,Buffalo Grove,Lake,IL,66.0,66.0,60.0,29.44,10.0,9.0,0.0
2,42.009949,-87.797951,N Franks Ave,Niles,Cook,IL,32.0,25.6,100.0,29.48,1.2,6.9,0.0
2,42.043869,-87.82959,N Milwaukee Ave,Niles,Cook,IL,78.0,78.0,58.0,29.28,10.0,5.0,0.0
2,42.970661,-85.682693,Seward Ave NW,Grand Rapids,Kent,MI,68.0,68.0,90.0,29.2,8.0,3.0,0.01
2,39.932621000000005,-83.084999,Briggs Rd,Columbus,Franklin,OH,72.0,72.0,38.0,28.86,10.0,14.0,0.0
3,39.770782000000004,-86.143333,N Davidson St,Indianapolis,Marion,IN,81.0,81.0,39.0,29.13,10.0,6.0,0.0
2,39.9244,-86.19496,I-465 W,Indianapolis,Marion,IN,44.0,38.0,82.0,29.22,10.0,13.0,0.0
3,42.642406,-83.238251,Chrysler Expy N,Auburn Hills,Oakland,MI,32.0,23.0,73.0,28.81,10.0,13.0,0.0
3,42.38347,-83.09826,MI-10 S,Detroit,Wayne,MI,38.0,31.0,73.0,29.59,10.0,9.0,0.0
4,42.913059999999994,-85.66599000000001, Division Ave S,Grand Rapids,Kent,MI,73.0,73.0,64.0,29.29,10.0,10.0,0.0
