Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,40.09267,-75.12541999999999, York Rd,Jenkintown,Montgomery,PA,81.0,81.0,45.0,29.69,10.0,20.0,0.0
2,40.836811,-73.194221,Hauppauge Rd,Smithtown,Suffolk,NY,44.0,40.0,100.0,29.71,1.0,7.0,0.02
2,40.987840000000006,-73.67647,New England Trwy S,Rye,Westchester,NY,56.0,56.0,75.0,29.72,10.0,0.0,0.0
2,40.818918,-73.298496,Northern State Pkwy E,Huntington Station,Suffolk,NY,58.0,58.0,93.0,30.03,1.0,7.0,0.0
2,42.709163000000004,-73.859894,I-90 W,Albany,Albany,NY,44.0,39.0,71.0,29.78,10.0,10.0,0.0
2,40.55742,-77.952512, Loveland Dr,Huntingdon,Huntingdon,PA,56.0,56.0,93.0,28.62,1.0,0.0,0.0
2,40.34089,-75.38551,I-476 N,Telford,Montgomery,PA,19.0,19.0,86.0,29.88,1.0,3.0,0.0
3,39.976463,-75.199173,Lansdowne Dr,Philadelphia,Philadelphia,PA,42.0,38.0,73.0,30.28,10.0,6.0,0.0
2,40.6987,-73.52181999999999,Southern State Pkwy E,Wantagh,Nassau,NY,79.0,79.0,69.0,29.81,10.0,7.0,0.0
2,40.701051,-73.994561,Brooklyn Queens Expy,Brooklyn,Kings,NY,56.0,56.0,90.0,29.68,4.0,7.0,0.04
2,40.591639,-74.236325,New Jersey Tpke N,Carteret,Middlesex,NJ,75.0,75.0,94.0,30.07,10.0,0.0,0.0
2,41.143534,-75.359866, Sterling Rd,Tobyhanna,Monroe,PA,48.0,43.0,68.0,28.29,10.0,12.0,0.0
2,40.002003,-76.61668399999999,Kreutz Creek Rd,York,York,PA,38.0,38.0,93.0,29.61,5.0,0.0,0.05
2,40.16145,-75.13018000000001,Commerce Ave,Willow Grove,Montgomery,PA,69.0,69.0,36.0,29.99,10.0,7.0,0.0
2,39.850448,-75.3771,I-95 N,Chester,Delaware,PA,33.0,25.0,64.0,29.89,10.0,10.0,0.0
2,40.764117999999996,-73.50045,Meadow Ln,Hicksville,Nassau,NY,73.0,73.0,84.0,29.81,10.0,10.0,0.0
2,40.976189,-74.070724,Garden State Pkwy S,Paramus,Bergen,NJ,68.0,68.0,84.0,29.93,10.0,3.0,0.07
2,40.125815,-74.971428, Lincoln Hwy,Feasterville Trevose,Bucks,PA,72.0,72.0,44.0,29.83,10.0,8.0,0.0
4,41.819015,-79.430491, Route 27,Pittsfield,Warren,PA,66.0,66.0,78.0,28.07,10.0,9.0,0.0
2,40.67678,-74.00142,I-278 E,Brooklyn,Kings,NY,29.0,19.0,29.0,30.11,10.0,13.0,0.0
4,40.68817,-73.72296999999999,Southern State Pkwy W,Elmont,Nassau,NY,40.0,29.0,45.0,29.84,10.0,24.0,0.0
2,40.822159,-73.942413,Frederick Douglass Blvd,New York,New York,NY,54.0,54.0,30.0,29.52,10.0,5.0,0.0
2,40.052557,-76.353576, Good Dr,Lancaster,Lancaster,PA,72.0,72.0,73.0,29.76,10.0,9.0,0.0
3,39.868140999999994,-75.102379,I-295 S,Bellmawr,Camden,NJ,43.0,36.0,40.0,30.27,10.0,14.0,0.0
2,40.755236,-73.961799,FDR Dr S,New York,New York,NY,40.0,36.0,83.0,30.05,7.0,6.0,0.0
2,40.724759999999996,-73.52533000000001,Hempstead Tpke,Levittown,Nassau,NY,50.0,50.0,57.0,30.01,10.0,6.0,0.0
3,40.837624,-73.880783,Cross Bronx Expy W,Bronx,Bronx,NY,53.0,53.0,59.0,30.23,10.0,6.0,0.0
2,40.622326,-74.174735,I-278 E,Staten Island,Richmond,NY,37.0,27.0,34.0,30.45,10.0,20.0,0.0
2,40.713664,-73.37689300000001, Route 109,West Babylon,Suffolk,NY,31.0,21.0,59.0,30.21,10.0,13.0,0.0
2,39.939935,-75.143173,I-95 N,Philadelphia,Philadelphia,PA,46.0,42.0,73.0,29.53,10.0,7.0,0.0
2,40.877541,-76.986603,Vine St,New Berlin,Union,PA,80.0,80.0,42.0,29.39,10.0,7.0,0.0
2,40.677005,-74.197418,US-1 N,Elizabeth,Union,NJ,43.0,39.0,65.0,30.08,10.0,6.0,0.0
2,39.98584,-76.31537, Millersville Rd,Lancaster,Lancaster,PA,75.0,75.0,82.0,29.44,10.0,3.0,0.04
2,43.16275,-77.608681,Central Ave,Rochester,Monroe,NY,65.0,65.0,87.0,29.52,10.0,6.0,0.0
2,40.729547,-73.910983,Long Island Expy E,Maspeth,Queens,NY,81.0,81.0,74.0,30.11,10.0,7.0,0.0
2,42.683839,-78.940448,I-90 W,Eden,Erie,NY,48.0,43.0,58.0,29.04,10.0,13.0,0.0
2,43.186544,-77.608378, Norton St,Rochester,Monroe,NY,30.0,19.0,88.0,28.89,10.0,15.0,0.0
2,40.829322999999995,-73.257255,Northern State Pkwy W,Commack,Suffolk,NY,31.0,21.0,59.0,30.21,10.0,13.0,0.0
2,40.759902000000004,-73.623773,Hillside Ave,Mineola,Nassau,NY,29.0,22.0,64.0,30.32,10.0,7.0,0.0
2,40.135915000000004,-75.33496, Harding Blvd,Norristown,Montgomery,PA,35.0,35.0,54.0,29.97,10.0,3.0,0.0
4,40.10125,-80.504601,I-70 W,West Alexander,Washington,PA,53.0,53.0,69.0,28.4,10.0,8.0,0.0
3,40.741959,-73.78273,Long Island Expy E,Fresh Meadows,Queens,NY,60.0,60.0,49.0,29.96,10.0,8.0,0.0
2,40.102919,-75.08601800000001, Huntingdon Pike,Huntingdon Valley,Montgomery,PA,47.0,41.0,68.0,29.9,10.0,15.0,0.0
2,40.114184,-77.038881, N US Route 15,Dillsburg,York,PA,63.0,63.0,25.0,29.99,10.0,6.0,0.0
3,43.073609999999995,-78.99091999999999,I-190 S,Niagara Falls,Niagara,NY,53.0,53.0,93.0,29.02,10.0,13.0,0.09
2,40.909277,-73.786464,New England Trwy S,New Rochelle,Westchester,NY,68.0,68.0,61.0,30.23,10.0,5.0,0.0
2,40.946847999999996,-78.617912, Mahaffey Grampian Hwy,Grampian,Clearfield,PA,33.0,33.0,92.0,28.27,1.0,0.0,0.0
2,40.095058,-75.125679,York Rd,Jenkintown,Montgomery,PA,68.0,68.0,93.0,29.76,10.0,0.0,0.0
4,39.92436,-75.19264,PA-291,Philadelphia,Philadelphia,PA,65.0,65.0,23.0,29.78,10.0,14.0,0.0
2,40.670588,-77.60452,US-322 E,Reedsville,Mifflin,PA,52.0,52.0,100.0,28.86,5.0,0.0,0.0
3,40.692291,-73.81084399999999,Van Wyck Expy N,Jamaica,Queens,NY,75.0,75.0,61.0,30.16,10.0,14.0,0.0
2,40.110298,-75.244087,Stenton Ave,Plymouth Meeting,Montgomery,PA,45.0,45.0,99.0,29.69,1.0,3.0,0.01
3,40.833382,-73.827873,Bruckner Expy S,Bronx,Bronx,NY,73.0,73.0,79.0,29.92,10.0,13.0,0.0
3,40.818707,-73.062263,Long Island Expy E,Holtsville,Suffolk,NY,69.0,69.0,39.0,29.67,10.0,17.0,0.0
2,39.808731,-75.093758,Hurffville Rd,Woodbury,Gloucester,NJ,50.0,50.0,89.0,29.97,10.0,7.0,0.0
3,43.22044,-77.822, W Ridge Rd,Spencerport,Monroe,NY,43.0,39.0,86.0,29.36,9.0,7.0,0.01
2,40.119578999999995,-75.062248,Philmont Ave,Huntingdon Valley,Montgomery,PA,67.0,67.0,84.0,29.84,10.0,3.0,0.0
2,40.393421000000004,-74.18135799999999,Garden State Pkwy N,Holmdel,Monmouth,NJ,61.0,61.0,100.0,30.03,0.5,3.0,0.0
2,40.119114,-79.88565799999999,I-70 W,Charleroi,Washington,PA,41.0,37.0,76.0,28.99,10.0,6.0,0.0
3,40.428672999999996,-79.931641,I-376 E,Pittsburgh,Allegheny,PA,37.0,33.0,48.0,29.15,10.0,5.0,0.0
2,41.62154,-78.82821700000001,Kane-Russell City Rd,Kane,Elk,PA,31.0,24.0,67.0,27.88,10.0,7.0,0.0
2,40.090731,-76.384388,PA-283 W,Manheim,Lancaster,PA,35.0,27.0,59.0,29.49,10.0,10.0,0.0
2,40.76757,-74.22633,I-280 W,Orange,Essex,NJ,81.0,81.0,28.0,29.96,10.0,12.0,0.0
