Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,39.193779,-76.603406,E Ordnance Rd,Glen Burnie,Anne Arundel,MD,32.0,26.0,56.0,29.62,10.0,7.0,0.0
3,27.970001,-82.453598,I-275 S,Tampa,Hillsborough,FL,91.0,91.0,59.0,29.91,10.0,13.0,0.0
2,26.062754,-80.16078900000001,Griffin Rd,Dania,Broward,FL,40.0,33.0,73.0,30.08,10.0,12.0,0.0
2,34.550632,-82.768845, Cliftons Landing Dr,Anderson,Anderson,SC,55.0,55.0,45.0,29.34,10.0,0.0,0.0
2,35.151192,-80.840057,Piedmont Row Dr,Charlotte,Mecklenburg,NC,49.0,49.0,90.0,29.44,4.0,0.0,0.0
2,35.39221,-80.77549, Eastfield Rd,Huntersville,Mecklenburg,NC,72.0,72.0,35.0,29.06,10.0,7.0,0.0
3,34.139633,-83.950439,Lanier Pkwy N,Buford,Hall,GA,69.0,69.0,68.0,28.88,10.0,9.0,0.0
2,32.49453,-81.020409,Tarboro Rd,Ridgeland,Jasper,SC,75.0,75.0,64.0,30.05,10.0,10.0,0.0
2,25.705213,-80.28539, San Ignacio Ave,Miami,Miami-Dade,FL,64.0,64.0,40.0,30.14,10.0,7.0,0.0
2,34.991428000000006,-81.94657099999999,Boiling Springs Rd,Spartanburg,Spartanburg,SC,59.0,59.0,17.0,29.22,10.0,0.0,0.0
2,28.477918,-81.407065, Rose Blvd,Orlando,Orange,FL,50.0,50.0,71.0,30.04,10.0,7.0,0.0
2,37.015482,-76.326538,Hampton Roads Bridge Tunl W,Hampton,Hampton,VA,32.0,32.0,99.0,30.62,10.0,0.0,0.0
2,35.09883,-80.87753000000001,I-485 N,Charlotte,Mecklenburg,NC,49.0,49.0,83.0,29.41,10.0,3.0,0.0
2,35.082381,-82.243817, N Reid Rd,Landrum,Greenville,SC,37.0,29.0,86.0,28.91,10.0,12.0,0.0
2,25.889347,-80.186409, NE 6th Ave,North Miami,Miami-Dade,FL,89.0,89.0,61.0,29.83,10.0,15.0,0.0
2,38.79647,-77.13546, S Van Dorn St,Alexandria,Fairfax,VA,63.0,63.0,88.0,29.68,4.0,3.0,0.0
3,25.812777,-80.207161,Airport Expy W,Miami,Miami-Dade,FL,63.0,63.0,78.0,30.02,10.0,0.0,0.0
2,35.062228999999995,-81.99835999999999,Highway 9,Inman,Spartanburg,SC,46.0,46.0,34.0,29.43,7.0,3.0,0.0
2,26.026192,-80.350838,I-75 S,Pembroke Pines,Broward,FL,78.0,78.0,100.0,30.05,10.0,7.0,0.1
2,30.602558000000002,-87.07922099999999,Gainer Ave,Milton,Santa Rosa,FL,76.0,76.0,88.0,29.79,10.0,8.0,0.0
2,28.36838,-81.378258,Central Florida Greeneway S,Orlando,Orange,FL,90.0,90.0,52.0,29.96,10.0,8.0,0.0
2,34.819229,-82.34075899999999,Laurens Rd,Greenville,Greenville,SC,50.0,50.0,96.0,28.88,10.0,3.0,0.0
2,34.87088,-82.42997,W Blue Ridge Dr,Greenville,Greenville,SC,63.0,63.0,75.0,29.06,10.0,12.0,0.0
2,35.978161,-78.522018,Tyler Run Dr,Wake Forest,Wake,NC,59.0,59.0,31.0,29.74,10.0,5.0,0.0
3,26.980024,-82.023804,Harborview Rd,Punta Gorda,Charlotte,FL,79.0,79.0,79.0,29.98,10.0,12.0,0.0
2,35.753876,-78.635849,I-40 W,Raleigh,Wake,NC,68.0,68.0,59.0,29.89,10.0,8.0,0.0
