Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,44.906584,-94.11421800000001, Highway 7,Lester Prairie,McLeod,MN,81.0,81.0,49.0,28.98,10.0,5.0,0.0
2,44.932777,-93.349876,Beltline Hwy S,Minneapolis,Hennepin,MN,50.0,50.0,71.0,29.23,10.0,17.0,0.0
3,38.843868,-94.529579,I-49 S,Kansas City,Jackson,MO,52.0,52.0,37.0,28.75,10.0,9.0,0.0
3,38.553261,-90.270172,Germania St,Saint Louis,St. Louis City,MO,45.0,39.0,80.0,29.34,10.0,12.0,0.0
2,44.92497,-93.45141,I-494 N,Hopkins,Hennepin,MN,55.0,55.0,42.0,28.72,10.0,8.0,0.0
2,46.532,-95.41546, US Highway 10,New York Mills,Otter Tail,MN,19.0,9.0,74.0,28.7,10.0,9.0,0.0
2,45.01062,-93.0898,MN-36 E,Saint Paul,Ramsey,MN,22.0,13.0,72.0,29.49,10.0,7.0,0.0
2,47.05637,-93.92354, State Highway 200 NE,Remer,Cass,MN,16.0,9.0,73.0,29.07,10.0,5.0,0.0
2,44.53614,-92.93625, US Highway 52,Randolph,Dakota,MN,21.0,10.0,86.0,29.04,5.0,10.0,0.0
2,44.918785,-93.275063,I-35W S,Minneapolis,Hennepin,MN,25.0,17.0,81.0,29.19,7.0,7.0,0.0
3,41.224583,-95.97558599999999,I-80 E,Omaha,Douglas,NE,32.0,21.0,96.0,28.9,2.0,16.0,0.02
2,38.861839,-94.52729699999999,I-49 S,Kansas City,Jackson,MO,58.0,58.0,87.0,28.9,10.0,9.0,0.0
2,38.93554,-94.7506,US-50 E,Lenexa,Johnson,KS,62.0,62.0,100.0,28.79,4.0,5.0,0.96
2,45.007099,-93.20458199999999,MN-280,Saint Paul,Ramsey,MN,57.0,57.0,51.0,28.96,10.0,9.0,0.0
2,45.182076,-92.98671999999999, Forest Blvd N,Hugo,Washington,MN,21.0,2.0,93.0,28.35,0.12,35.0,0.0
2,45.053691,-93.400768,US-169 N,Minneapolis,Hennepin,MN,16.0,4.0,59.0,28.92,10.0,9.0,0.0
2,44.957330999999996,-93.196216,I-94 E,Saint Paul,Ramsey,MN,23.0,11.0,63.0,29.52,10.0,14.0,0.0
2,39.106403,-94.573885,I-70 E,Kansas City,Jackson,MO,37.0,37.0,54.0,29.37,10.0,0.0,0.0
2,45.94154,-93.09834000000001, State Highway 23,Brook Park,Pine,MN,52.0,52.0,71.0,28.7,10.0,5.0,0.0
3,38.952187,-92.008713,I-70 W,Kingdom City,Callaway,MO,76.0,76.0,82.0,28.84,10.0,10.0,0.0
3,38.775478,-90.34078199999999,I-270 E,Hazelwood,St. Louis County,MO,58.0,58.0,90.0,29.15,4.0,7.0,0.4
2,44.941368,-93.100952,Chestnut St,Saint Paul,Ramsey,MN,36.0,26.0,73.0,28.77,10.0,18.0,0.0
2,46.040192,-95.841454,I-94 W,Ashby,Grant,MN,48.0,43.0,69.0,28.54,10.0,13.0,0.0
2,44.93528,-95.085037,30th St SW,Blomkest,Kandiyohi,MN,64.0,64.0,73.0,28.91,10.0,8.0,0.0
2,44.950901,-93.100082,I-94 W,Saint Paul,Ramsey,MN,19.0,10.0,88.0,29.47,10.0,7.0,0.0
2,45.067023,-93.186045,I-694 E,Saint Paul,Ramsey,MN,21.0,13.0,93.0,28.93,10.0,7.0,0.0
2,38.915923,-94.767669,I-35 N,Olathe,Johnson,KS,43.0,36.0,43.0,29.19,10.0,14.0,0.0
3,41.651610999999995,-93.58091,I-80 W,Des Moines,Polk,IA,27.0,19.0,93.0,29.12,1.0,7.0,0.02
3,37.250816,-93.183563,I-44 W,Springfield,Greene,MO,69.0,69.0,70.0,28.58,10.0,12.0,0.0
2,44.38939,-92.06199000000001,Highway 61,Wabasha,Wabasha,MN,39.0,39.0,87.0,29.39,10.0,0.0,0.0
3,44.97397,-93.08851,I-35E N,Saint Paul,Ramsey,MN,76.0,76.0,37.0,29.0,10.0,0.0,0.0
2,43.924091,-94.97931700000001,State Highway 60,Mountain Lake,Cottonwood,MN,12.0,12.0,92.0,28.69,1.0,0.0,0.0
2,45.05953,-93.14716,Lexington Ave N,Saint Paul,Ramsey,MN,63.0,63.0,48.0,29.03,10.0,23.0,0.0
2,44.962481,-93.34444599999999,Beltline Hwy S,Minneapolis,Hennepin,MN,27.0,17.0,81.0,29.46,10.0,10.0,0.0
2,44.858046,-93.333208,I-494 E,Minneapolis,Hennepin,MN,34.0,30.0,92.0,28.99,8.0,5.0,0.0
2,45.112041,-93.18853399999999,I-35W S,Saint Paul,Ramsey,MN,36.0,28.0,81.0,28.94,10.0,12.0,0.0
2,44.861990000000006,-93.14485,I-35E N,Saint Paul,Dakota,MN,2.0,-18.0,66.0,29.19,10.0,17.0,0.0
2,44.868961,-93.432825,I-494 S,Eden Prairie,Hennepin,MN,21.0,11.0,71.0,29.0,10.0,9.0,0.0
3,41.59248,-93.690399,I-235 W,Des Moines,Polk,IA,85.0,85.0,57.0,29.14,10.0,13.0,0.0
2,44.933727000000005,-93.27449399999999,I-35W N,Minneapolis,Hennepin,MN,26.0,18.0,69.0,29.32,10.0,7.0,0.0
2,46.271423999999996,-94.309037, State Highway 371,Brainerd,Crow Wing,MN,20.0,20.0,92.0,28.67,8.0,0.0,0.0
2,45.163821,-93.521463,Brockton Ln N,Osseo,Hennepin,MN,35.0,26.0,70.0,29.2,10.0,13.0,0.0
2,44.86266,-93.12946,Dodd Rd,Saint Paul,Dakota,MN,5.0,-9.0,66.0,29.68,10.0,9.0,0.0
3,39.091515,-94.680862,I-635 S,Kansas City,Wyandotte,KS,55.0,55.0,62.0,29.24,10.0,5.0,0.0
2,45.009186,-94.368378,MN Highway 15,Dassel,Meeker,MN,45.0,45.0,81.0,29.07,10.0,3.0,0.0
